item_id,order_id,product_id,quantity,unit_price,total_price
ITEM-C5B818B9,ORD-CA11ADFC,PROD-0637C0D8,1,73512.8,73512.8
ITEM-6B0A02AF,ORD-C4C27F10,PROD-C2BB799F,2,718.69,1437.38
ITEM-664EA42D,ORD-C4C27F10,PROD-D58C3016,3,1292.54,3877.62
ITEM-AF3BDFC2,ORD-C4C27F10,PROD-85AB6E7B,1,2341.14,2341.14
ITEM-91E0D8E3,ORD-C4C27F10,PROD-F8706B59,3,8934.35,26803.05
ITEM-D4D6F12E,ORD-C4C27F10,PROD-6A13D41F,3,2171.95,6515.85
ITEM-FD2A9DA4,ORD-B6505DF1,PROD-A4CCDFA3,3,2030.25,6090.75
ITEM-CEB93B8C,ORD-B2964D12,PROD-E55B2CB4,2,3526.81,7053.62
ITEM-A876F2A2,ORD-B2964D12,PROD-D33AB38C,3,6648.75,19946.25
ITEM-CAC0E6F1,ORD-B2964D12,PROD-53B9F729,2,5062.12,10124.24
ITEM-F5523647,ORD-B2964D12,PROD-ABEABAEB,2,3413.49,6826.98
ITEM-32ECC96A,ORD-DC814AB5,PROD-010E83D4,1,1703.6,1703.6
ITEM-7DC2DC20,ORD-DC814AB5,PROD-0E7593BC,1,3575.82,3575.82
ITEM-6DE31B7B,ORD-DC814AB5,PROD-187B16A7,3,46478.68,139436.04
ITEM-167F42C6,ORD-DC814AB5,PROD-6A13D41F,3,2171.95,6515.85
ITEM-DA7E00E1,ORD-B4FF6FE6,PROD-BFF3526B,3,1640.36,4921.08
ITEM-8C0DE081,ORD-9B2B69B9,PROD-0637C0D8,2,73512.8,147025.6
ITEM-7368002C,ORD-9B2B69B9,PROD-BFF3526B,2,1640.36,3280.72
ITEM-E800BA5B,ORD-9B2B69B9,PROD-6EFF520C,3,7088.63,21265.89
ITEM-A7B5E387,ORD-9B2B69B9,PROD-F2B52A80,2,48530.36,97060.72
ITEM-3167E2F7,ORD-7064BF21,PROD-6A13D41F,1,2171.95,2171.95
ITEM-EAB274A4,ORD-537AA0E4,PROD-ECFDE58F,2,1670.51,3341.02
ITEM-FDAF3995,ORD-537AA0E4,PROD-71C4E5EF,2,4757.86,9515.72
ITEM-E4673447,ORD-537AA0E4,PROD-7DFE211B,2,1511.07,3022.14
ITEM-B9F61DF2,ORD-537AA0E4,PROD-8EA520A4,2,46125.37,92250.74
ITEM-4E76994F,ORD-537AA0E4,PROD-6D2426CB,2,63308.67,126617.34
ITEM-11118B59,ORD-22AB4239,PROD-AF5D54EE,3,1708.81,5126.43
ITEM-4A1C503C,ORD-22AB4239,PROD-DADF29A3,1,2957.09,2957.09
ITEM-3FA91230,ORD-E1809D6F,PROD-A297628B,2,73008.72,146017.44
ITEM-5EBD1140,ORD-E1809D6F,PROD-0CC2B486,3,3708.73,11126.19
ITEM-4D4B6B35,ORD-E1809D6F,PROD-6D2426CB,1,63308.67,63308.67
ITEM-532CECEF,ORD-E1809D6F,PROD-A80DF571,3,6042.13,18126.39
ITEM-C2E05497,ORD-3476BBC2,PROD-0CC2B486,2,3708.73,7417.46
ITEM-144E16E3,ORD-3476BBC2,PROD-F2B52A80,1,48530.36,48530.36
ITEM-BB92E963,ORD-3476BBC2,PROD-3AD6D727,3,12668.25,38004.75
ITEM-B82A5C8F,ORD-3476BBC2,PROD-53B9F729,3,5062.12,15186.36
ITEM-8BFAFFBA,ORD-3DD657CA,PROD-3CD1952C,3,2979.9,8939.7
ITEM-7D69A4E7,ORD-3DD657CA,PROD-BFF3526B,3,1640.36,4921.08
ITEM-3880DA99,ORD-3DD657CA,PROD-8BC4BBBB,3,3804.02,11412.06
ITEM-692CE150,ORD-3DD657CA,PROD-84BE239B,2,3324.31,6648.62
ITEM-EDBACE08,ORD-3DD657CA,PROD-465980E0,1,6976.36,6976.36
ITEM-1CBB56A7,ORD-F3DE8D84,PROD-510DD867,1,16227.31,16227.31
ITEM-4D1448A4,ORD-F3DE8D84,PROD-C0B127A9,2,5939.9,11879.8
ITEM-39B012B8,ORD-F3DE8D84,PROD-E24CB8A4,2,68991.89,137983.78
ITEM-27D87D6C,ORD-F3DE8D84,PROD-99030BD0,1,1761.28,1761.28
ITEM-A295358E,ORD-12A38885,PROD-31695DC7,3,1076.95,3230.85
ITEM-C4B71839,ORD-12A38885,PROD-CBD3D5EF,2,1711.26,3422.52
ITEM-DE84B6F9,ORD-B9FA08A2,PROD-790E63A6,2,548.35,1096.7
ITEM-53DDDBE8,ORD-B9FA08A2,PROD-510DD867,2,16227.31,32454.62
ITEM-3DAC4C9B,ORD-B9FA08A2,PROD-17DF18B5,1,766.96,766.96
ITEM-4B374D33,ORD-78A39757,PROD-97EA55D8,2,2041.07,4082.14
ITEM-25B1F420,ORD-78A39757,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-F7EF6B4D,ORD-78A39757,PROD-F9231922,1,453.4,453.4
ITEM-00350A80,ORD-78A39757,PROD-F8706B59,2,8934.35,17868.7
ITEM-CD10538F,ORD-78A39757,PROD-CBD3D5EF,2,1711.26,3422.52
ITEM-3272BB36,ORD-74DB6774,PROD-AF5D54EE,2,1708.81,3417.62
ITEM-D1964AC8,ORD-74DB6774,PROD-BFF3526B,3,1640.36,4921.08
ITEM-C84FDCCB,ORD-74DB6774,PROD-8B0DE042,2,75451.94,150903.88
ITEM-CC55F114,ORD-74DB6774,PROD-187B16A7,3,46478.68,139436.04
ITEM-BC39F9AB,ORD-730664FF,PROD-510DD867,3,16227.31,48681.93
ITEM-979248C8,ORD-730664FF,PROD-E6123478,3,2759.96,8279.88
ITEM-A4F73E55,ORD-8E935F6D,PROD-D535BA9E,2,2420.05,4840.1
ITEM-C5DF2701,ORD-8E935F6D,PROD-790E63A6,1,548.35,548.35
ITEM-8D33569C,ORD-61F47323,PROD-677D768A,3,6821.55,20464.65
ITEM-93E607B5,ORD-61F47323,PROD-661FE965,3,1624.94,4874.82
ITEM-74D8FC90,ORD-61F47323,PROD-F2B52A80,1,48530.36,48530.36
ITEM-8FD88812,ORD-1A636F46,PROD-187B16A7,3,46478.68,139436.04
ITEM-ED19A624,ORD-1A636F46,PROD-DF356D3A,2,7695.01,15390.02
ITEM-16E0CEF0,ORD-1A636F46,PROD-0637C0D8,3,73512.8,220538.4
ITEM-A0E2EBA1,ORD-1A636F46,PROD-7D011775,1,3341.69,3341.69
ITEM-E4C14A51,ORD-EEC75E7D,PROD-963421E3,2,1086.8,2173.6
ITEM-248A8ADC,ORD-EEC75E7D,PROD-D33AB38C,3,6648.75,19946.25
ITEM-CD774E90,ORD-EEC75E7D,PROD-8159C0A4,3,5589.42,16768.26
ITEM-7D82A8B7,ORD-EEC75E7D,PROD-1013CB12,1,3611.61,3611.61
ITEM-D1D2C57D,ORD-4F7C7087,PROD-E6123478,3,2759.96,8279.88
ITEM-4C4F3FCC,ORD-4F7C7087,PROD-6C8C7B4E,3,3008.3,9024.9
ITEM-1BF84342,ORD-4F7C7087,PROD-D33AB38C,2,6648.75,13297.5
ITEM-A4D430A2,ORD-4F7C7087,PROD-A4CCDFA3,3,2030.25,6090.75
ITEM-641AB80C,ORD-002E9D72,PROD-A33EDC24,3,4760.5,14281.5
ITEM-7FAF60CC,ORD-002E9D72,PROD-DADF29A3,3,2957.09,8871.27
ITEM-E53F94CA,ORD-002E9D72,PROD-6EFF520C,3,7088.63,21265.89
ITEM-BB57AC36,ORD-971AA13F,PROD-465980E0,2,6976.36,13952.72
ITEM-B510FA01,ORD-971AA13F,PROD-CD51CEBB,1,9006.09,9006.09
ITEM-3F22A9A3,ORD-971AA13F,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-13CC1917,ORD-971AA13F,PROD-661FE965,1,1624.94,1624.94
ITEM-B9FE44F0,ORD-971AA13F,PROD-6ACBDFF5,1,2052.38,2052.38
ITEM-ECC8871C,ORD-E37F0261,PROD-E55B2CB4,1,3526.81,3526.81
ITEM-C76F6C84,ORD-028D5AF5,PROD-9D1B6633,3,1735.69,5207.07
ITEM-13EE0ECD,ORD-EF8B7164,PROD-F9231922,3,453.4,1360.2
ITEM-180204B7,ORD-EF8B7164,PROD-8B0DE042,2,75451.94,150903.88
ITEM-2D83FF82,ORD-EF8B7164,PROD-60974ED2,3,4851.49,14554.47
ITEM-54DDBD90,ORD-EF8B7164,PROD-0E7593BC,3,3575.82,10727.46
ITEM-94C6C226,ORD-EF8B7164,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-6F603C1E,ORD-4ED11D60,PROD-7D011775,2,3341.69,6683.38
ITEM-4AD575FD,ORD-4ED11D60,PROD-0637C0D8,1,73512.8,73512.8
ITEM-35EE854F,ORD-4ED11D60,PROD-6A13D41F,3,2171.95,6515.85
ITEM-B3BA7A75,ORD-C4AFF532,PROD-F42CBE35,3,4932.63,14797.89
ITEM-BA3CB184,ORD-C4AFF532,PROD-0E06F972,1,3167.59,3167.59
ITEM-94D9DBFE,ORD-C4AFF532,PROD-D33AB38C,2,6648.75,13297.5
ITEM-4CC8BC4D,ORD-D8F23037,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-864748E4,ORD-D8F23037,PROD-790E63A6,2,548.35,1096.7
ITEM-9EE5F833,ORD-E8ADE593,PROD-CD51CEBB,2,9006.09,18012.18
ITEM-E1ABD5A7,ORD-E8ADE593,PROD-C2BB799F,2,718.69,1437.38
ITEM-641F5E51,ORD-AAA9C1A1,PROD-0637C0D8,2,73512.8,147025.6
ITEM-235686D7,ORD-AAA9C1A1,PROD-A80DF571,1,6042.13,6042.13
ITEM-4795806A,ORD-AAA9C1A1,PROD-97EA55D8,3,2041.07,6123.21
ITEM-C997A42E,ORD-AAA9C1A1,PROD-99030BD0,2,1761.28,3522.56
ITEM-38952AAC,ORD-AAA9C1A1,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-11506FDC,ORD-1ADC9865,PROD-1013CB12,2,3611.61,7223.22
ITEM-7792F3DA,ORD-9CB4FB95,PROD-010E83D4,1,1703.6,1703.6
ITEM-E23FBAFD,ORD-9CB4FB95,PROD-E24F5BD8,3,35395.07,106185.21
ITEM-69195BDF,ORD-5DA9C380,PROD-928A2A8B,1,8652.23,8652.23
ITEM-5DBBF507,ORD-5DA9C380,PROD-0E7593BC,1,3575.82,3575.82
ITEM-381D8EF2,ORD-5DA9C380,PROD-A80DF571,3,6042.13,18126.39
ITEM-01D2ABF0,ORD-6E0F4939,PROD-0E06F972,2,3167.59,6335.18
ITEM-CD682494,ORD-6E0F4939,PROD-44834CB1,3,6596.73,19790.19
ITEM-A5A63DD1,ORD-6E0F4939,PROD-1001130C,3,4756.33,14268.99
ITEM-2A697A23,ORD-98C0D425,PROD-8159C0A4,1,5589.42,5589.42
ITEM-48FF9245,ORD-98C0D425,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-DE2F84E4,ORD-E47B3292,PROD-864E4B64,3,3346.6,10039.8
ITEM-562BE0C5,ORD-E47B3292,PROD-677D768A,3,6821.55,20464.65
ITEM-11FD977C,ORD-B1407C13,PROD-1001130C,2,4756.33,9512.66
ITEM-61EC914B,ORD-B1407C13,PROD-CBD3D5EF,1,1711.26,1711.26
ITEM-BD4E418A,ORD-558D0E52,PROD-F9231922,1,453.4,453.4
ITEM-C831C753,ORD-558D0E52,PROD-E24CB8A4,2,68991.89,137983.78
ITEM-C44EC995,ORD-558D0E52,PROD-5FE65A3B,2,20937.84,41875.68
ITEM-464D0515,ORD-0497E028,PROD-17DF18B5,1,766.96,766.96
ITEM-1D295CE0,ORD-0497E028,PROD-60974ED2,3,4851.49,14554.47
ITEM-3449CD09,ORD-0497E028,PROD-790E63A6,3,548.35,1645.05
ITEM-869EF29F,ORD-B729DA96,PROD-4CA1DF0A,1,4098.77,4098.77
ITEM-26F55234,ORD-AEAF079F,PROD-44834CB1,2,6596.73,13193.46
ITEM-8539DD2F,ORD-AACA950B,PROD-6ACBDFF5,3,2052.38,6157.14
ITEM-2E2083B0,ORD-AACA950B,PROD-8B0DE042,2,75451.94,150903.88
ITEM-1C55E84E,ORD-00D6DAE8,PROD-6A13D41F,1,2171.95,2171.95
ITEM-4F53C888,ORD-00D6DAE8,PROD-7D011775,1,3341.69,3341.69
ITEM-7512C207,ORD-00D6DAE8,PROD-F9231922,1,453.4,453.4
ITEM-998437E1,ORD-1CDD4C54,PROD-A33EDC24,3,4760.5,14281.5
ITEM-ECC6A587,ORD-1CDD4C54,PROD-AB1FF945,3,47927.41,143782.23
ITEM-D670E42B,ORD-B3C62634,PROD-C2BB799F,1,718.69,718.69
ITEM-57EB9AEC,ORD-B3C62634,PROD-D535BA9E,3,2420.05,7260.15
ITEM-E009A8B3,ORD-B3C62634,PROD-AF5D54EE,2,1708.81,3417.62
ITEM-1E92CE59,ORD-B3C62634,PROD-6D2426CB,3,63308.67,189926.01
ITEM-6C0CED51,ORD-B3C62634,PROD-A297628B,3,73008.72,219026.16
ITEM-BF85AB94,ORD-F6014AB8,PROD-E55B2CB4,3,3526.81,10580.43
ITEM-6F0B951D,ORD-C4BA717D,PROD-0E7593BC,3,3575.82,10727.46
ITEM-964A5B76,ORD-C4BA717D,PROD-BFF3526B,1,1640.36,1640.36
ITEM-14616D18,ORD-DAF11F44,PROD-A80DF571,3,6042.13,18126.39
ITEM-132B2CD1,ORD-DAF11F44,PROD-C22492DC,3,3436.1,10308.3
ITEM-7EED306E,ORD-DAF11F44,PROD-CD51CEBB,2,9006.09,18012.18
ITEM-EDD01AFB,ORD-359FDB0C,PROD-9A5F63AA,1,2050.85,2050.85
ITEM-2D97FD93,ORD-155F461E,PROD-465980E0,2,6976.36,13952.72
ITEM-0EDEB4D5,ORD-155F461E,PROD-0E074139,2,7422.59,14845.18
ITEM-43DBCD4C,ORD-155F461E,PROD-928A2A8B,3,8652.23,25956.69
ITEM-90AC074F,ORD-7F7637ED,PROD-6ACBDFF5,3,2052.38,6157.14
ITEM-028AD24D,ORD-7F7637ED,PROD-E55B2CB4,3,3526.81,10580.43
ITEM-8BBE767D,ORD-5F5AB819,PROD-1001130C,3,4756.33,14268.99
ITEM-2043EDF6,ORD-5F5AB819,PROD-CD51CEBB,2,9006.09,18012.18
ITEM-863DC8BD,ORD-5F5AB819,PROD-6EA27620,3,45451.02,136353.06
ITEM-24DD176A,ORD-5F5AB819,PROD-F42CBE35,3,4932.63,14797.89
ITEM-AD763A7F,ORD-5F5AB819,PROD-AB1FF945,2,47927.41,95854.82
ITEM-B3FD9245,ORD-E064B276,PROD-9D1B6633,2,1735.69,3471.38
ITEM-E69A6E30,ORD-E064B276,PROD-E6123478,2,2759.96,5519.92
ITEM-F88E513C,ORD-E064B276,PROD-0E074139,3,7422.59,22267.77
ITEM-DD22FAF0,ORD-E064B276,PROD-1013CB12,1,3611.61,3611.61
ITEM-8A3DBAC3,ORD-E064B276,PROD-A4CCDFA3,3,2030.25,6090.75
ITEM-C39D772E,ORD-AE7276B8,PROD-928A2A8B,3,8652.23,25956.69
ITEM-931D4AAA,ORD-AE7276B8,PROD-261E2C48,3,7975.69,23927.07
ITEM-09D69D30,ORD-D3D9D759,PROD-8B0DE042,2,75451.94,150903.88
ITEM-1AC1ED3B,ORD-D93DE873,PROD-F2B52A80,2,48530.36,97060.72
ITEM-27CDE137,ORD-D93DE873,PROD-F8706B59,2,8934.35,17868.7
ITEM-DACAF16C,ORD-80EB6E20,PROD-8159C0A4,3,5589.42,16768.26
ITEM-CF8AF956,ORD-6AD51621,PROD-A297628B,1,73008.72,73008.72
ITEM-72425447,ORD-6AD51621,PROD-6EFF520C,3,7088.63,21265.89
ITEM-D4BBAADE,ORD-6AD51621,PROD-51E64CDE,2,31658.83,63317.66
ITEM-F8F22CCE,ORD-6AD51621,PROD-E24F5BD8,2,35395.07,70790.14
ITEM-23AD01F1,ORD-6AD51621,PROD-F42CBE35,1,4932.63,4932.63
ITEM-C7E696A3,ORD-BDA6E1C9,PROD-D33AB38C,1,6648.75,6648.75
ITEM-5410C761,ORD-BDA6E1C9,PROD-187B16A7,1,46478.68,46478.68
ITEM-7DE5F02F,ORD-BDA6E1C9,PROD-1013CB12,1,3611.61,3611.61
ITEM-4518EB78,ORD-BDA6E1C9,PROD-E6123478,3,2759.96,8279.88
ITEM-CFA6EDB1,ORD-773B1A36,PROD-E24F5BD8,1,35395.07,35395.07
ITEM-54FDF02E,ORD-773B1A36,PROD-D33AB38C,3,6648.75,19946.25
ITEM-29BC2FD6,ORD-466D4028,PROD-465980E0,2,6976.36,13952.72
ITEM-4F6CAEAD,ORD-8270EB89,PROD-17DF18B5,3,766.96,2300.88
ITEM-164D633A,ORD-8270EB89,PROD-84BE239B,1,3324.31,3324.31
ITEM-6186B6B9,ORD-8270EB89,PROD-F2B52A80,1,48530.36,48530.36
ITEM-3AA289EB,ORD-8270EB89,PROD-DADF29A3,3,2957.09,8871.27
ITEM-A389BFB7,ORD-28FEE9EB,PROD-53B9F729,2,5062.12,10124.24
ITEM-F509AA2D,ORD-28FEE9EB,PROD-6D2426CB,3,63308.67,189926.01
ITEM-C11C3CC8,ORD-C0412421,PROD-928A2A8B,2,8652.23,17304.46
ITEM-110248CA,ORD-C0412421,PROD-D33AB38C,1,6648.75,6648.75
ITEM-B7A7EF85,ORD-AC14DB69,PROD-CD51CEBB,3,9006.09,27018.27
ITEM-7C290D3B,ORD-AC14DB69,PROD-6D2426CB,3,63308.67,189926.01
ITEM-7FD2962B,ORD-F4D1E3CF,PROD-F42CBE35,1,4932.63,4932.63
ITEM-F87A0E32,ORD-F4D1E3CF,PROD-3AD6D727,1,12668.25,12668.25
ITEM-55CE9E20,ORD-F4D1E3CF,PROD-F5D61492,1,711.38,711.38
ITEM-7A3070DA,ORD-F4D1E3CF,PROD-51E64CDE,3,31658.83,94976.49
ITEM-04441CAC,ORD-F4D1E3CF,PROD-60974ED2,3,4851.49,14554.47
ITEM-2BCA6E26,ORD-B0B4B625,PROD-6EFF520C,3,7088.63,21265.89
ITEM-C471618C,ORD-3A4EE6A0,PROD-71C4E5EF,3,4757.86,14273.58
ITEM-FC990253,ORD-F57B4FF0,PROD-ABEABAEB,3,3413.49,10240.47
ITEM-17D05830,ORD-F57B4FF0,PROD-661FE965,2,1624.94,3249.88
ITEM-40DAF485,ORD-F57B4FF0,PROD-7DFE211B,1,1511.07,1511.07
ITEM-49DE1A4B,ORD-F57B4FF0,PROD-F2B52A80,2,48530.36,97060.72
ITEM-4C33766B,ORD-D756A56B,PROD-C2BB799F,1,718.69,718.69
ITEM-812850EE,ORD-D756A56B,PROD-465980E0,1,6976.36,6976.36
ITEM-25576919,ORD-94FFE031,PROD-187B16A7,1,46478.68,46478.68
ITEM-15C3D562,ORD-94FFE031,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-AFC25E4C,ORD-69057939,PROD-6C8C7B4E,2,3008.3,6016.6
ITEM-D2720277,ORD-69057939,PROD-E24F5BD8,3,35395.07,106185.21
ITEM-202ECF1C,ORD-69057939,PROD-677D768A,3,6821.55,20464.65
ITEM-7063C709,ORD-ABA1F350,PROD-A80DF571,1,6042.13,6042.13
ITEM-41894D38,ORD-ABA1F350,PROD-66419DA1,2,63004.25,126008.5
ITEM-2AFC9760,ORD-ABA1F350,PROD-A7D1FB77,3,3490.21,10470.63
ITEM-4D78A6FF,ORD-9B30403B,PROD-465980E0,3,6976.36,20929.08
ITEM-84F9861D,ORD-9B30403B,PROD-C2BB799F,2,718.69,1437.38
ITEM-AD957E5F,ORD-9B30403B,PROD-C22492DC,3,3436.1,10308.3
ITEM-87323791,ORD-9B30403B,PROD-5FE65A3B,1,20937.84,20937.84
ITEM-61C4281F,ORD-9B30403B,PROD-A33EDC24,3,4760.5,14281.5
ITEM-F72770BF,ORD-C83C65D1,PROD-BFF3526B,2,1640.36,3280.72
ITEM-F5AF907A,ORD-C83C65D1,PROD-AB1FF945,2,47927.41,95854.82
ITEM-651BE06F,ORD-DA7A8F0F,PROD-71C4E5EF,1,4757.86,4757.86
ITEM-6CD95675,ORD-3D450706,PROD-53B9F729,2,5062.12,10124.24
ITEM-5A39C51C,ORD-B5643CAB,PROD-6EA27620,3,45451.02,136353.06
ITEM-DD6886A4,ORD-B5643CAB,PROD-A80DF571,1,6042.13,6042.13
ITEM-2D5A3394,ORD-B5643CAB,PROD-ABEABAEB,1,3413.49,3413.49
ITEM-D7264B2E,ORD-B5643CAB,PROD-44834CB1,3,6596.73,19790.19
ITEM-224BCB15,ORD-54E27DE2,PROD-44834CB1,3,6596.73,19790.19
ITEM-06160152,ORD-54E27DE2,PROD-D535BA9E,1,2420.05,2420.05
ITEM-497D1668,ORD-54E27DE2,PROD-8D72CF50,3,2678.71,8036.13
ITEM-9BD02CE2,ORD-54E27DE2,PROD-963421E3,1,1086.8,1086.8
ITEM-64DF73C3,ORD-54E27DE2,PROD-A4CCDFA3,3,2030.25,6090.75
ITEM-F7BC71A1,ORD-BDE3B0B9,PROD-261E2C48,2,7975.69,15951.38
ITEM-40D1B4B4,ORD-B61D3B05,PROD-E55B2CB4,2,3526.81,7053.62
ITEM-F6AB59F3,ORD-B61D3B05,PROD-ABEABAEB,3,3413.49,10240.47
ITEM-27D0676D,ORD-B61D3B05,PROD-6A13D41F,3,2171.95,6515.85
ITEM-5ED76FC2,ORD-B61D3B05,PROD-3AD6D727,3,12668.25,38004.75
ITEM-64F1CC83,ORD-B61D3B05,PROD-71C4E5EF,2,4757.86,9515.72
ITEM-8DACC83D,ORD-4163EEBA,PROD-D535BA9E,1,2420.05,2420.05
ITEM-3180F1FE,ORD-4163EEBA,PROD-CBD3D5EF,2,1711.26,3422.52
ITEM-8E7B4BCC,ORD-4163EEBA,PROD-6EA27620,3,45451.02,136353.06
ITEM-2EA81E2F,ORD-4163EEBA,PROD-5FE65A3B,1,20937.84,20937.84
ITEM-48F0C0F5,ORD-4163EEBA,PROD-187B16A7,3,46478.68,139436.04
ITEM-68ADDE78,ORD-5F0DEDFF,PROD-A4CCDFA3,3,2030.25,6090.75
ITEM-1DB11A3D,ORD-0514449E,PROD-465980E0,1,6976.36,6976.36
ITEM-2A82FD43,ORD-0514449E,PROD-84BE239B,2,3324.31,6648.62
ITEM-89FF545A,ORD-0514449E,PROD-8EA520A4,1,46125.37,46125.37
ITEM-CABE6EA3,ORD-0514449E,PROD-CBD3D5EF,2,1711.26,3422.52
ITEM-C34C4732,ORD-0514449E,PROD-F42CBE35,1,4932.63,4932.63
ITEM-FA18FC3F,ORD-7A0177B8,PROD-9A5F63AA,3,2050.85,6152.55
ITEM-3D2CA348,ORD-7A0177B8,PROD-6C8C7B4E,3,3008.3,9024.9
ITEM-729E2085,ORD-B359B04F,PROD-71C4E5EF,3,4757.86,14273.58
ITEM-A779F20F,ORD-B359B04F,PROD-6EA27620,1,45451.02,45451.02
ITEM-782135BA,ORD-B359B04F,PROD-8EA520A4,2,46125.37,92250.74
ITEM-66C3DAEC,ORD-9CE76EE5,PROD-6D2426CB,1,63308.67,63308.67
ITEM-936AADE1,ORD-9CE76EE5,PROD-D535BA9E,1,2420.05,2420.05
ITEM-4EEDD04A,ORD-9CE76EE5,PROD-510DD867,3,16227.31,48681.93
ITEM-1BB0E96D,ORD-E20794E7,PROD-E55B2CB4,3,3526.81,10580.43
ITEM-7DB23E2A,ORD-E20794E7,PROD-84BE239B,2,3324.31,6648.62
ITEM-3C91FB1C,ORD-3CE227D3,PROD-510DD867,1,16227.31,16227.31
ITEM-979C24DF,ORD-9DB47CA2,PROD-9A5F63AA,3,2050.85,6152.55
ITEM-32C3BB7C,ORD-9DB47CA2,PROD-510DD867,2,16227.31,32454.62
ITEM-6D4A90F5,ORD-9DB47CA2,PROD-5FE65A3B,2,20937.84,41875.68
ITEM-A6962EBB,ORD-9DB47CA2,PROD-66419DA1,1,63004.25,63004.25
ITEM-AD219334,ORD-9DB47CA2,PROD-99030BD0,3,1761.28,5283.84
ITEM-372C5CAA,ORD-377B404C,PROD-0E06F972,3,3167.59,9502.77
ITEM-7242C5F3,ORD-377B404C,PROD-8D72CF50,1,2678.71,2678.71
